Date/Time,ZONE1:Zone Total Internal Total Heating Energy [J](Hourly),ZONE2:Zone Total Internal Total Heating Energy [J](Hourly),ZONE3:Zone Total Internal Total Heating Energy [J](Hourly),ZONE4:Zone Total Internal Total Heating Energy [J](Hourly),ZONE1:Zone People Occupant Count [](Hourly),ZONE1:Zone People Total Heating Energy [J](Hourly),ZONE2:Zone People Occupant Count [](Hourly),ZONE2:Zone People Total Heating Energy [J](Hourly),ZONE3:Zone People Occupant Count [](Hourly),ZONE3:Zone People Total Heating Energy [J](Hourly),ZONE4:Zone People Occupant Count [](Hourly),ZONE4:Zone People Total Heating Energy [J](Hourly),ZONE1:Zone Lights Total Heating Energy [J](Hourly),ZONE2:Zone Lights Total Heating Energy [J](Hourly),ZONE3:Zone Lights Total Heating Energy [J](Hourly),ZONE4:Zone Lights Total Heating Energy [J](Hourly),ZONE1:Zone Electric Equipment Total Heating Energy [J](Hourly),ZONE2:Zone Electric Equipment Total Heating Energy [J](Hourly),ZONE3:Zone Electric Equipment Total Heating Energy [J](Hourly),ZONE4:Zone Electric Equipment Total Heating Energy [J](Hourly),ZONE1:Zone Windows Total Transmitted Solar Radiation Energy [J](Hourly),ZONE2:Zone Windows Total Transmitted Solar Radiation Energy [J](Hourly),ZONE3:Zone Windows Total Transmitted Solar Radiation Energy [J](Hourly),ZONE4:Zone Windows Total Transmitted Solar Radiation Energy [J](Hourly),ZONE1:Zone Mean Radiant Temperature [C](Hourly),ZONE2:Zone Mean Radiant Temperature [C](Hourly),ZONE3:Zone Mean Radiant Temperature [C](Hourly),ZONE4:Zone Mean Radiant Temperature [C](Hourly),ZONE1:Zone Mean Air Dewpoint Temperature [C](Hourly),ZONE2:Zone Mean Air Dewpoint Temperature [C](Hourly),ZONE3:Zone Mean Air Dewpoint Temperature [C](Hourly),ZONE4:Zone Mean Air Dewpoint Temperature [C](Hourly),ZONE1:Zone Air Temperature [C](Hourly),ZONE1:Zone Air Relative Humidity [%](Hourly),ZONE1:Zone Thermostat Heating Setpoint Temperature [C](Hourly),ZONE1:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),ZONE2:Zone Air Temperature [C](Hourly),ZONE2:Zone Air Relative Humidity [%](Hourly),ZONE2:Zone Thermostat Heating Setpoint Temperature [C](Hourly),ZONE2:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),ZONE3:Zone Air Temperature [C](Hourly),ZONE3:Zone Air Relative Humidity [%](Hourly),ZONE3:Zone Thermostat Heating Setpoint Temperature [C](Hourly),ZONE3:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),ZONE4:Zone Air Temperature [C](Hourly),ZONE4:Zone Air Relative Humidity [%](Hourly),ZONE4:Zone Thermostat Heating Setpoint Temperature [C](Hourly),ZONE4:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),ZONE1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),ZONE1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),ZONE1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Outdoor Air Sensible Heating Energy [J](Hourly),ZONE1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Outdoor Air Sensible Cooling Energy [J](Hourly),ZONE2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),ZONE2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),ZONE2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Outdoor Air Sensible Heating Energy [J](Hourly),ZONE2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Outdoor Air Sensible Cooling Energy [J](Hourly),ZONE3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),ZONE3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),ZONE3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Outdoor Air Sensible Heating Energy [J](Hourly),ZONE3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Outdoor Air Sensible Cooling Energy [J](Hourly),ZONE4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),ZONE4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),ZONE4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Outdoor Air Sensible Heating Energy [J](Hourly),ZONE4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Outdoor Air Sensible Cooling Energy [J](Hourly),ZONE1:Zone Mechanical Ventilation Current Density Volume Flow Rate [m3/s](Hourly),ZONE2:Zone Mechanical Ventilation Current Density Volume Flow Rate [m3/s](Hourly),ZONE3:Zone Mechanical Ventilation Current Density Volume Flow Rate [m3/s](Hourly),ZONE4:Zone Mechanical Ventilation Current Density Volume Flow Rate [m3/s](Hourly) 
 01/01  11:00:00,4995000.0,4995000.0,4995000.0,4995000.0,12.5,3375000.0,12.5,3375000.0,12.5,3375000.0,12.5,3375000.0,540000.0,540000.0,540000.0,540000.0,1080000.0,1080000.0,1080000.0,1080000.0,291891.84834533269,247984.24418516013,188952.99403860596,238139.9535046331,17.609957871518945,17.66017208694832,17.61712700698352,17.745692241582373,9.699402413925558,9.969750619925425,9.699402376581446,9.969750641552905,19.999999999999994,51.462379897895399,20.0,24.0,19.999999999999966,52.399805509647219,20.0,24.0,20.000000000000026,51.462379399890988,20.0,24.0,19.999999999999969,52.39980553060118,20.0,24.0,9288192.766625436,310360.45080492159,8388686.262883626,0.0,9272522.70687006,631184.4348575905,8391152.113609149,0.0,9230657.030762356,310346.2421423069,8388686.262828857,0.0,9161167.82222942,631124.4610399421,8391152.113654523,0.0,0.17597022084940909,0.17600494189728134,0.17597022084877823,0.17600494189765215 
 01/01  12:00:00,4151250.0,4151250.0,4151250.0,4151250.0,9.375,2531250.0,9.375,2531250.0,9.375,2531250.0,9.375,2531250.0,540000.0,540000.0,540000.0,540000.0,1080000.0,1080000.0,1080000.0,1080000.0,367599.75662422718,312292.13690055938,237939.2427235954,299233.2298267131,17.730679272697399,17.77186400093144,17.721611332530889,17.863794604482896,10.195750659228635,10.301061897204331,10.19575071190213,10.301061841419362,20.000000000000044,53.200068146796649,20.0,24.0,19.99999999999992,53.57685716279058,20.0,24.0,20.000000000000019,53.20006708113203,20.0,24.0,20.0,53.5768566706866,20.0,24.0,9104970.34100929,355548.0515146898,8052428.421942398,0.0,9110553.57686748,459007.2564444733,8053139.748667972,0.0,9060061.23115042,355534.30700369118,8052428.421919702,0.0,8993685.21679079,458961.58162451637,8053139.748691801,0.0,0.17618399415465603,0.17619798964404669,0.1761839941541867,0.1761979896445566 
 01/01  13:00:00,4151250.0,4151250.0,4151250.0,4151250.0,9.375,2531250.0,9.375,2531250.0,9.375,2531250.0,9.375,2531250.0,540000.0,540000.0,540000.0,540000.0,1080000.0,1080000.0,1080000.0,1080000.0,378135.351138572,321240.61432096725,244754.92219372508,307696.0436219611,17.861065915197114,17.89848434418335,17.848497044895315,18.00021763902091,10.68172548180658,10.7856823243283,10.681725540461079,10.785682265697624,20.000000000000015,54.95362664879,20.0,24.0,19.99999999999979,55.33512973080938,20.0,24.0,19.99999999999996,54.953626652892527,20.0,24.0,20.000000000000005,55.33512756162339,20.0,24.0,8934886.567034781,369298.9022216494,7992056.378978888,0.0,8939574.15445437,486269.9883680465,7992854.8487072619,0.0,8894950.1264982,369286.3305562102,7992056.37895685,0.0,8819292.154115923,486220.0820899538,7992854.848728964,0.0,0.17636439995261123,0.17637859620596894,0.17636439995222706,0.17637859620634586 
 01/01  14:00:00,4995000.0,4995000.0,4995000.0,4995000.0,12.5,3375000.0,12.5,3375000.0,12.5,3375000.0,12.5,3375000.0,540000.0,540000.0,540000.0,540000.0,1080000.0,1080000.0,1080000.0,1080000.0,327514.2613869373,278243.4015925064,212003.6127269099,266927.7213341968,18.064514112272634,18.100730131740755,18.057201332795104,18.212716684996047,11.070291574072459,11.15008381209518,11.070291557748919,11.150083827691672,19.999999999999984,56.39208763931553,20.0,24.0,19.999999999999955,56.69133251431398,20.0,24.0,19.999999999999976,56.392088178815729,20.0,24.0,19.999999999999909,56.69133253015362,20.0,24.0,8332629.2224862049,585355.2186822093,7874292.976443274,0.0,8333889.963342279,678443.6949460697,7874918.950386012,0.0,8293312.600292981,585335.4910083277,7874292.976426145,0.0,8215731.755788174,678375.2961712558,7874918.9504028479,0.0,0.1764856211281249,0.1764967713070296,0.17648562112782885,0.1764967713073136 
 01/01  15:00:00,4995000.0,4995000.0,4995000.0,4995000.0,12.5,3375000.0,12.5,3375000.0,12.5,3375000.0,12.5,3375000.0,540000.0,540000.0,540000.0,540000.0,1080000.0,1080000.0,1080000.0,1080000.0,230171.26315226448,195553.2685020591,149009.07553057027,188091.97847635658,18.17496262902942,18.217483008849233,18.189472519601208,18.348005534940226,11.12826221228873,11.11499262091597,11.12826221910648,11.11499261409225,19.999999999999948,56.60912050820536,20.0,24.0,19.999999999999884,56.55944699966758,20.0,24.0,20.000000000000005,56.60911939500709,20.0,24.0,19.999999999999948,56.55944699218424,20.0,24.0,8340283.284898352,796162.5113845379,7939151.166015529,0.0,8335396.149718714,795543.2982191881,7939145.878349233,0.0,8290312.03226627,796128.4507446924,7939151.1660194019,0.0,8213455.774256287,795460.502678817,7939145.878342263,0.0,0.17656942497116358,0.17656757163607063,0.17656942497128806,0.17656757163587864 
 01/01  16:00:00,4995000.0,4995000.0,4995000.0,4995000.0,12.5,3375000.0,12.5,3375000.0,12.5,3375000.0,12.5,3375000.0,540000.0,540000.0,540000.0,540000.0,1080000.0,1080000.0,1080000.0,1080000.0,181693.91236619987,138573.7846881602,102156.10891582497,117647.63512172977,18.272195988944234,18.31528213341959,18.301158397589935,18.456169470624237,11.083499134220896,11.093028577500697,11.083499208597538,11.093028586337029,19.999999999999966,56.44100774689932,20.0,24.0,19.999999999999984,56.47686423035196,20.0,24.0,19.999999999999927,56.44100829769629,20.0,24.0,19.999999999999898,56.47686534149428,20.0,24.0,8368228.672060548,716901.3003505005,8009733.848094368,0.0,8360987.315486427,715619.812013825,8009725.120882524,0.0,8311900.657177167,716866.8284560081,8009733.848091474,0.0,8239996.722284766,715545.9061696562,8009725.120887665,0.0,0.1766868320581635,0.17668817250937919,0.17668683205805717,0.1766881725095404 
 01/01  17:00:00,3307500.0,3307500.0,3307500.0,3307500.0,6.25,1687500.0,6.25,1687500.0,6.25,1687500.0,6.25,1687500.0,540000.0,540000.0,540000.0,540000.0,1080000.0,1080000.0,1080000.0,1080000.0,0.0,0.0,0.0,0.0,18.14003554398343,18.199748563252379,18.20944769952902,18.357943752281146,10.998168479465419,10.97187458969062,10.998168485664499,10.971874578466375,19.999999999999998,56.12190535763482,20.0,24.0,20.000000000000104,56.02400767354161,20.0,24.0,20.000000000000055,56.12190425678026,20.0,24.0,20.000000000000097,56.0240065674521,20.0,24.0,8998930.627740846,473398.94550567519,7909978.041524412,0.0,8983794.477630305,446820.992997942,7909798.7256386349,0.0,8918219.006688778,473366.8325468406,7909978.041530559,0.0,8852685.032914622,446771.23440215879,7909798.725632393,0.0,0.1767627634797724,0.1767591050224434,0.1767627634798856,0.17675910502231388 
 01/01  18:00:00,2463750.0,2463750.0,2463750.0,2463750.0,3.125,843750.0,3.125,843750.0,3.125,843750.0,3.125,843750.0,540000.0,540000.0,540000.0,540000.0,1080000.0,1080000.0,1080000.0,1080000.0,0.0,0.0,0.0,0.0,18.071837305321453,18.13799148227145,18.15733040110076,18.30264978901031,10.885391468686019,10.84710133664217,10.885391401280123,10.847101321818336,20.00000000000002,55.702766979229469,20.0,24.0,19.99999999999997,55.56104442705962,20.0,24.0,19.99999999999996,55.70276807340932,20.0,24.0,19.99999999999983,55.5610455182912,20.0,24.0,9360058.050117178,340235.43280096378,7887961.802829937,0.0,9340951.850912519,309002.3469718137,7887751.385773456,0.0,9267693.535511686,340208.68507367148,7887961.802838797,0.0,9205845.737668693,308966.7592885182,7887751.385761827,0.0,0.17676707366195466,0.17676177606240008,0.1767670736621714,0.1767617760621318 
 01/01  19:00:00,1620000.0,1620000.0,1620000.0,1620000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540000.0,540000.0,540000.0,540000.0,1080000.0,1080000.0,1080000.0,1080000.0,0.0,0.0,0.0,0.0,17.233554188228138,17.316236971722103,17.397481757960607,17.54439354585756,10.628907508355413,10.613082002779782,10.62890748627711,10.613081738773446,16.084307159462076,70.07363631540913,16.0,100.0,16.06950732852641,70.0608060202782,16.0,100.0,16.084704965912569,70.07198829721919,16.0,100.0,16.0698760463472,70.0593055277991,16.0,100.0,3784115.861548107,474263.428784742,4282885.59645349,0.0,3709156.3984441917,357065.2854727572,4362832.415523878,0.0,3664966.2746196456,474453.32463489609,4283188.955320525,0.0,3558307.132154882,357158.7928033891,4363196.656076624,0.0,0.1741190794916659,0.1741084763636059,0.17411931717164873,0.1741086964629962 
 01/01  20:00:00,1080000.0,1080000.0,1080000.0,1080000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080000.0,1080000.0,1080000.0,1080000.0,0.0,0.0,0.0,0.0,16.423618027927458,16.514986951743486,16.614739097191629,16.76737712181884,10.609369959023289,10.61478919538929,10.609369956886056,10.614789202107503,16.0000000609986,70.33733468166925,16.0,100.0,16.000001948681726,70.36275562811234,16.0,100.0,16.000000059634507,70.33733468035674,16.0,100.0,16.00000184449553,70.36275563430543,16.0,100.0,0.0,449794.7935542627,4379393.216733053,0.0,0.0,554807.864422975,4379412.704175811,0.0,0.0,562391.9997697179,4379393.210804526,0.0,0.0,691008.0144355177,4379412.467163442,0.0,0.17424943709096905,0.1742501663939027,0.1742494370901093,0.17425016633128743 
